vendredi 13 décembre 2024	11:09:02	Sampling Period : 50  ms		Experiment

t	Alpha1L		Alpha2L		Alpha1R		Alpha2R		T_Alpha1L	T_Alpha2L	T_Alpha1R	T_Alpha2R
539	830,000000E+0	1,462000E+3	1,441000E+3	356,000000E+0
540	831,000000E+0	1,462000E+3	1,434000E+3	378,000000E+0
541	833,000000E+0	1,462000E+3	1,424000E+3	405,000000E+0
542	834,000000E+0	1,462000E+3	1,414000E+3	430,000000E+0
543	836,000000E+0	1,462000E+3	1,403000E+3	457,000000E+0
544	837,000000E+0	1,461000E+3	1,391000E+3	482,000000E+0
545	840,000000E+0	1,461000E+3	1,379000E+3	509,000000E+0
546	844,000000E+0	1,460000E+3	1,367000E+3	528,000000E+0
547	847,000000E+0	1,460000E+3	1,356000E+3	554,000000E+0
548	852,000000E+0	1,459000E+3	1,343000E+3	571,000000E+0
549	856,000000E+0	1,457000E+3	1,332000E+3	587,000000E+0
550	861,000000E+0	1,455000E+3	1,322000E+3	597,000000E+0
551	867,000000E+0	1,453000E+3	1,312000E+3	603,000000E+0
552	874,000000E+0	1,449000E+3	1,303000E+3	604,000000E+0
553	883,000000E+0	1,444000E+3	1,296000E+3	604,000000E+0
554	892,000000E+0	1,439000E+3	1,288000E+3	602,000000E+0
555	901,000000E+0	1,436000E+3	1,281000E+3	599,000000E+0
556	908,000000E+0	1,438000E+3	1,276000E+3	596,000000E+0
557	914,000000E+0	1,442000E+3	1,271000E+3	594,000000E+0
558	916,000000E+0	1,455000E+3	1,265000E+3	591,000000E+0
559	918,000000E+0	1,469000E+3	1,261000E+3	590,000000E+0
560	915,000000E+0	1,491000E+3	1,257000E+3	589,000000E+0
561	909,000000E+0	1,511000E+3	1,253000E+3	589,000000E+0
562	901,000000E+0	1,538000E+3	1,250000E+3	588,000000E+0
563	890,000000E+0	1,564000E+3	1,248000E+3	588,000000E+0
564	878,000000E+0	1,592000E+3	1,245000E+3	587,000000E+0
565	864,000000E+0	1,620000E+3	1,242000E+3	586,000000E+0
566	848,000000E+0	1,646000E+3	1,240000E+3	584,000000E+0
567	835,000000E+0	1,672000E+3	1,240000E+3	585,000000E+0
568	820,000000E+0	1,697000E+3	1,239000E+3	585,000000E+0
569	803,000000E+0	1,724000E+3	1,238000E+3	586,000000E+0
570	788,000000E+0	1,744000E+3	1,238000E+3	585,000000E+0
571	771,000000E+0	1,767000E+3	1,236000E+3	585,000000E+0
572	754,000000E+0	1,781000E+3	1,234000E+3	585,000000E+0
573	738,000000E+0	1,798000E+3	1,231000E+3	585,000000E+0
574	723,000000E+0	1,811000E+3	1,229000E+3	585,000000E+0
575	709,000000E+0	1,822000E+3	1,228000E+3	585,000000E+0
576	695,000000E+0	1,829000E+3	1,227000E+3	584,000000E+0
577	683,000000E+0	1,835000E+3	1,226000E+3	585,000000E+0
578	671,000000E+0	1,835000E+3	1,226000E+3	584,000000E+0
579	661,000000E+0	1,835000E+3	1,225000E+3	585,000000E+0
580	652,000000E+0	1,831000E+3	1,225000E+3	585,000000E+0
581	645,000000E+0	1,825000E+3	1,224000E+3	584,000000E+0
582	639,000000E+0	1,815000E+3	1,224000E+3	584,000000E+0
583	633,000000E+0	1,803000E+3	1,224000E+3	584,000000E+0
584	630,000000E+0	1,786000E+3	1,223000E+3	585,000000E+0
585	628,000000E+0	1,768000E+3	1,223000E+3	585,000000E+0
586	628,000000E+0	1,747000E+3	1,222000E+3	585,000000E+0
587	629,000000E+0	1,726000E+3	1,222000E+3	585,000000E+0
588	631,000000E+0	1,702000E+3	1,220000E+3	585,000000E+0
589	635,000000E+0	1,676000E+3	1,218000E+3	584,000000E+0
590	641,000000E+0	1,652000E+3	1,214000E+3	585,000000E+0
591	648,000000E+0	1,620000E+3	1,213000E+3	585,000000E+0
592	656,000000E+0	1,598000E+3	1,210000E+3	585,000000E+0
593	665,000000E+0	1,565000E+3	1,209000E+3	585,000000E+0
594	676,000000E+0	1,544000E+3	1,206000E+3	585,000000E+0
595	686,000000E+0	1,514000E+3	1,204000E+3	586,000000E+0
596	697,000000E+0	1,497000E+3	1,201000E+3	587,000000E+0
597	708,000000E+0	1,472000E+3	1,198000E+3	588,000000E+0
598	718,000000E+0	1,461000E+3	1,193000E+3	590,000000E+0
599	728,000000E+0	1,445000E+3	1,187000E+3	592,000000E+0
600	736,000000E+0	1,442000E+3	1,181000E+3	595,000000E+0
601	745,000000E+0	1,441000E+3	1,173000E+3	597,000000E+0
602	752,000000E+0	1,442000E+3	1,164000E+3	602,000000E+0
603	759,000000E+0	1,445000E+3	1,156000E+3	606,000000E+0
604	767,000000E+0	1,449000E+3	1,149000E+3	607,000000E+0
605	773,000000E+0	1,452000E+3	1,142000E+3	607,000000E+0
606	779,000000E+0	1,454000E+3	1,139000E+3	600,000000E+0
607	783,000000E+0	1,456000E+3	1,136000E+3	592,000000E+0
608	788,000000E+0	1,458000E+3	1,136000E+3	575,000000E+0
609	792,000000E+0	1,459000E+3	1,136000E+3	558,000000E+0
610	796,000000E+0	1,460000E+3	1,142000E+3	532,000000E+0
611	799,000000E+0	1,460000E+3	1,149000E+3	510,000000E+0
612	801,000000E+0	1,460000E+3	1,159000E+3	482,000000E+0
613	803,000000E+0	1,460000E+3	1,171000E+3	456,000000E+0
614	806,000000E+0	1,460000E+3	1,185000E+3	428,000000E+0
615	808,000000E+0	1,460000E+3	1,199000E+3	403,000000E+0
616	809,000000E+0	1,461000E+3	1,215000E+3	375,000000E+0
617	811,000000E+0	1,461000E+3	1,231000E+3	351,000000E+0
618	812,000000E+0	1,461000E+3	1,247000E+3	326,000000E+0
619	813,000000E+0	1,462000E+3	1,262000E+3	305,000000E+0
620	815,000000E+0	1,462000E+3	1,278000E+3	283,000000E+0
621	815,000000E+0	1,462000E+3	1,293000E+3	265,000000E+0
622	817,000000E+0	1,462000E+3	1,308000E+3	249,000000E+0
623	818,000000E+0	1,462000E+3	1,322000E+3	237,000000E+0
624	819,000000E+0	1,462000E+3	1,337000E+3	227,000000E+0
625	820,000000E+0	1,462000E+3	1,350000E+3	218,000000E+0
626	821,000000E+0	1,462000E+3	1,363000E+3	214,000000E+0
627	821,000000E+0	1,462000E+3	1,375000E+3	212,000000E+0
628	822,000000E+0	1,462000E+3	1,383000E+3	213,000000E+0
629	822,000000E+0	1,462000E+3	1,392000E+3	214,000000E+0
630	823,000000E+0	1,462000E+3	1,400000E+3	222,000000E+0
631	823,000000E+0	1,462000E+3	1,406000E+3	231,000000E+0
632	824,000000E+0	1,462000E+3	1,411000E+3	245,000000E+0
633	824,000000E+0	1,462000E+3	1,413000E+3	259,000000E+0
634	825,000000E+0	1,462000E+3	1,414000E+3	277,000000E+0
635	826,000000E+0	1,462000E+3	1,414000E+3	296,000000E+0
636	828,000000E+0	1,462000E+3	1,413000E+3	317,000000E+0
637	828,000000E+0	1,462000E+3	1,412000E+3	341,000000E+0
638	830,000000E+0	1,462000E+3	1,408000E+3	365,000000E+0
639	832,000000E+0	1,462000E+3	1,403000E+3	393,000000E+0
640	834,000000E+0	1,462000E+3	1,396000E+3	417,000000E+0
641	836,000000E+0	1,462000E+3	1,388000E+3	447,000000E+0
642	839,000000E+0	1,461000E+3	1,378000E+3	473,000000E+0
643	840,000000E+0	1,461000E+3	1,370000E+3	501,000000E+0
644	843,000000E+0	1,460000E+3	1,359000E+3	525,000000E+0
645	845,000000E+0	1,460000E+3	1,349000E+3	548,000000E+0
646	848,000000E+0	1,459000E+3	1,339000E+3	568,000000E+0
647	853,000000E+0	1,457000E+3	1,329000E+3	584,000000E+0
648	859,000000E+0	1,455000E+3	1,319000E+3	595,000000E+0
649	866,000000E+0	1,452000E+3	1,310000E+3	602,000000E+0
650	874,000000E+0	1,448000E+3	1,302000E+3	604,000000E+0
651	884,000000E+0	1,443000E+3	1,295000E+3	603,000000E+0
652	894,000000E+0	1,437000E+3	1,288000E+3	601,000000E+0
653	903,000000E+0	1,435000E+3	1,282000E+3	598,000000E+0
654	910,000000E+0	1,437000E+3	1,276000E+3	596,000000E+0
655	917,000000E+0	1,442000E+3	1,271000E+3	594,000000E+0
656	921,000000E+0	1,455000E+3	1,266000E+3	591,000000E+0
657	921,000000E+0	1,469000E+3	1,261000E+3	590,000000E+0
658	917,000000E+0	1,491000E+3	1,257000E+3	589,000000E+0
659	911,000000E+0	1,511000E+3	1,253000E+3	589,000000E+0
660	902,000000E+0	1,539000E+3	1,250000E+3	588,000000E+0
661	891,000000E+0	1,564000E+3	1,247000E+3	587,000000E+0
662	879,000000E+0	1,591000E+3	1,244000E+3	587,000000E+0
663	864,000000E+0	1,620000E+3	1,242000E+3	586,000000E+0
664	850,000000E+0	1,644000E+3	1,240000E+3	586,000000E+0
665	835,000000E+0	1,673000E+3	1,238000E+3	586,000000E+0
666	819,000000E+0	1,696000E+3	1,238000E+3	585,000000E+0
667	803,000000E+0	1,724000E+3	1,236000E+3	586,000000E+0
668	787,000000E+0	1,743000E+3	1,235000E+3	585,000000E+0
669	771,000000E+0	1,767000E+3	1,233000E+3	585,000000E+0
670	754,000000E+0	1,781000E+3	1,232000E+3	585,000000E+0
671	739,000000E+0	1,798000E+3	1,231000E+3	585,000000E+0
672	724,000000E+0	1,811000E+3	1,231000E+3	585,000000E+0
673	711,000000E+0	1,823000E+3	1,230000E+3	585,000000E+0
674	697,000000E+0	1,830000E+3	1,229000E+3	585,000000E+0
675	684,000000E+0	1,835000E+3	1,228000E+3	585,000000E+0
676	672,000000E+0	1,836000E+3	1,227000E+3	585,000000E+0
677	662,000000E+0	1,835000E+3	1,226000E+3	585,000000E+0
678	652,000000E+0	1,831000E+3	1,225000E+3	585,000000E+0
679	644,000000E+0	1,825000E+3	1,225000E+3	585,000000E+0
680	638,000000E+0	1,814000E+3	1,224000E+3	584,000000E+0
681	633,000000E+0	1,802000E+3	1,224000E+3	584,000000E+0
682	630,000000E+0	1,786000E+3	1,223000E+3	585,000000E+0
683	628,000000E+0	1,769000E+3	1,222000E+3	585,000000E+0
684	628,000000E+0	1,748000E+3	1,221000E+3	585,000000E+0
685	629,000000E+0	1,726000E+3	1,221000E+3	585,000000E+0
686	632,000000E+0	1,702000E+3	1,218000E+3	585,000000E+0
687	635,000000E+0	1,676000E+3	1,217000E+3	585,000000E+0
688	640,000000E+0	1,653000E+3	1,215000E+3	584,000000E+0
689	648,000000E+0	1,620000E+3	1,213000E+3	585,000000E+0
690	656,000000E+0	1,597000E+3	1,211000E+3	585,000000E+0
691	666,000000E+0	1,566000E+3	1,210000E+3	585,000000E+0
692	676,000000E+0	1,543000E+3	1,207000E+3	585,000000E+0
693	686,000000E+0	1,514000E+3	1,205000E+3	586,000000E+0
694	697,000000E+0	1,496000E+3	1,202000E+3	587,000000E+0
695	707,000000E+0	1,471000E+3	1,198000E+3	588,000000E+0
696	718,000000E+0	1,460000E+3	1,193000E+3	590,000000E+0
697	728,000000E+0	1,445000E+3	1,187000E+3	592,000000E+0
698	736,000000E+0	1,442000E+3	1,181000E+3	595,000000E+0
699	745,000000E+0	1,441000E+3	1,173000E+3	597,000000E+0
700	752,000000E+0	1,442000E+3	1,164000E+3	602,000000E+0
701	760,000000E+0	1,445000E+3	1,156000E+3	606,000000E+0
702	767,000000E+0	1,449000E+3	1,149000E+3	607,000000E+0
703	773,000000E+0	1,452000E+3	1,142000E+3	607,000000E+0
704	779,000000E+0	1,455000E+3	1,138000E+3	600,000000E+0
705	783,000000E+0	1,456000E+3	1,136000E+3	591,000000E+0
706	788,000000E+0	1,458000E+3	1,135000E+3	575,000000E+0
707	792,000000E+0	1,459000E+3	1,137000E+3	558,000000E+0
708	796,000000E+0	1,459000E+3	1,142000E+3	532,000000E+0
709	799,000000E+0	1,460000E+3	1,149000E+3	510,000000E+0
710	801,000000E+0	1,460000E+3	1,160000E+3	482,000000E+0
711	803,000000E+0	1,460000E+3	1,171000E+3	457,000000E+0
712	806,000000E+0	1,460000E+3	1,185000E+3	428,000000E+0
713	808,000000E+0	1,460000E+3	1,199000E+3	403,000000E+0
714	810,000000E+0	1,461000E+3	1,216000E+3	375,000000E+0
715	811,000000E+0	1,461000E+3	1,231000E+3	351,000000E+0
716	813,000000E+0	1,461000E+3	1,248000E+3	326,000000E+0
717	813,000000E+0	1,463000E+3	1,262000E+3	305,000000E+0
718	813,000000E+0	1,462000E+3	1,278000E+3	283,000000E+0
719	814,000000E+0	1,462000E+3	1,293000E+3	265,000000E+0
720	816,000000E+0	1,462000E+3	1,308000E+3	250,000000E+0
721	818,000000E+0	1,462000E+3	1,322000E+3	237,000000E+0
722	819,000000E+0	1,462000E+3	1,337000E+3	227,000000E+0
723	820,000000E+0	1,462000E+3	1,350000E+3	218,000000E+0
724	821,000000E+0	1,462000E+3	1,363000E+3	214,000000E+0
725	821,000000E+0	1,462000E+3	1,374000E+3	212,000000E+0
726	822,000000E+0	1,462000E+3	1,384000E+3	214,000000E+0
727	823,000000E+0	1,462000E+3	1,393000E+3	215,000000E+0
728	823,000000E+0	1,462000E+3	1,400000E+3	221,000000E+0
729	823,000000E+0	1,462000E+3	1,406000E+3	231,000000E+0
730	824,000000E+0	1,462000E+3	1,410000E+3	244,000000E+0
731	824,000000E+0	1,462000E+3	1,413000E+3	259,000000E+0
732	825,000000E+0	1,462000E+3	1,414000E+3	277,000000E+0
733	826,000000E+0	1,462000E+3	1,414000E+3	296,000000E+0
734	828,000000E+0	1,462000E+3	1,413000E+3	317,000000E+0
735	829,000000E+0	1,462000E+3	1,412000E+3	341,000000E+0
736	830,000000E+0	1,462000E+3	1,408000E+3	364,000000E+0
737	832,000000E+0	1,462000E+3	1,403000E+3	393,000000E+0
738	834,000000E+0	1,462000E+3	1,396000E+3	417,000000E+0
739	836,000000E+0	1,462000E+3	1,388000E+3	447,000000E+0
740	838,000000E+0	1,462000E+3	1,379000E+3	473,000000E+0
741	841,000000E+0	1,461000E+3	1,370000E+3	501,000000E+0
742	843,000000E+0	1,460000E+3	1,359000E+3	525,000000E+0
743	845,000000E+0	1,460000E+3	1,349000E+3	549,000000E+0
744	848,000000E+0	1,459000E+3	1,339000E+3	568,000000E+0
745	852,000000E+0	1,458000E+3	1,329000E+3	584,000000E+0
746	859,000000E+0	1,455000E+3	1,319000E+3	595,000000E+0
747	866,000000E+0	1,452000E+3	1,309000E+3	602,000000E+0
748	883,000000E+0	1,443000E+3	1,295000E+3	603,000000E+0
749	883,000000E+0	1,443000E+3	1,295000E+3	603,000000E+0
750	894,000000E+0	1,438000E+3	1,288000E+3	601,000000E+0
751	903,000000E+0	1,435000E+3	1,282000E+3	598,000000E+0
752	910,000000E+0	1,437000E+3	1,276000E+3	596,000000E+0
753	917,000000E+0	1,442000E+3	1,272000E+3	593,000000E+0
754	920,000000E+0	1,455000E+3	1,266000E+3	592,000000E+0
755	921,000000E+0	1,469000E+3	1,261000E+3	590,000000E+0
756	916,000000E+0	1,490000E+3	1,258000E+3	589,000000E+0
757	911,000000E+0	1,511000E+3	1,253000E+3	588,000000E+0
758	902,000000E+0	1,538000E+3	1,250000E+3	588,000000E+0
759	891,000000E+0	1,565000E+3	1,248000E+3	587,000000E+0
760	879,000000E+0	1,590000E+3	1,245000E+3	587,000000E+0
761	865,000000E+0	1,621000E+3	1,242000E+3	586,000000E+0
762	850,000000E+0	1,644000E+3	1,240000E+3	586,000000E+0
763	833,000000E+0	1,675000E+3	1,238000E+3	586,000000E+0
764	818,000000E+0	1,696000E+3	1,237000E+3	585,000000E+0
765	802,000000E+0	1,722000E+3	1,236000E+3	585,000000E+0
766	788,000000E+0	1,742000E+3	1,235000E+3	585,000000E+0
767	772,000000E+0	1,766000E+3	1,234000E+3	585,000000E+0
768	755,000000E+0	1,780000E+3	1,233000E+3	585,000000E+0
769	741,000000E+0	1,796000E+3	1,235000E+3	581,000000E+0
770	728,000000E+0	1,811000E+3	1,235000E+3	585,000000E+0
771	715,000000E+0	1,824000E+3	1,234000E+3	586,000000E+0
772	701,000000E+0	1,831000E+3	1,231000E+3	585,000000E+0
773	687,000000E+0	1,836000E+3	1,228000E+3	585,000000E+0
774	673,000000E+0	1,836000E+3	1,225000E+3	585,000000E+0
775	662,000000E+0	1,836000E+3	1,224000E+3	584,000000E+0
776	651,000000E+0	1,831000E+3	1,223000E+3	584,000000E+0
777	643,000000E+0	1,825000E+3	1,223000E+3	584,000000E+0
778	637,000000E+0	1,815000E+3	1,223000E+3	584,000000E+0
779	633,000000E+0	1,803000E+3	1,222000E+3	584,000000E+0
780	630,000000E+0	1,786000E+3	1,222000E+3	585,000000E+0
781	629,000000E+0	1,769000E+3	1,222000E+3	584,000000E+0
782	629,000000E+0	1,748000E+3	1,221000E+3	585,000000E+0
783	629,000000E+0	1,726000E+3	1,220000E+3	585,000000E+0
784	632,000000E+0	1,704000E+3	1,218000E+3	584,000000E+0
785	635,000000E+0	1,674000E+3	1,218000E+3	584,000000E+0
786	641,000000E+0	1,653000E+3	1,216000E+3	585,000000E+0
787	647,000000E+0	1,620000E+3	1,214000E+3	585,000000E+0
788	656,000000E+0	1,598000E+3	1,211000E+3	585,000000E+0
789	665,000000E+0	1,566000E+3	1,210000E+3	585,000000E+0
790	676,000000E+0	1,541000E+3	1,206000E+3	585,000000E+0
791	686,000000E+0	1,514000E+3	1,205000E+3	586,000000E+0
792	697,000000E+0	1,497000E+3	1,201000E+3	587,000000E+0
793	708,000000E+0	1,471000E+3	1,198000E+3	588,000000E+0
794	717,000000E+0	1,461000E+3	1,193000E+3	590,000000E+0
795	727,000000E+0	1,445000E+3	1,187000E+3	592,000000E+0
796	736,000000E+0	1,442000E+3	1,180000E+3	595,000000E+0
797	745,000000E+0	1,441000E+3	1,173000E+3	597,000000E+0
798	753,000000E+0	1,442000E+3	1,164000E+3	602,000000E+0
799	760,000000E+0	1,445000E+3	1,156000E+3	606,000000E+0
800	767,000000E+0	1,449000E+3	1,149000E+3	607,000000E+0
801	773,000000E+0	1,451000E+3	1,142000E+3	607,000000E+0
802	779,000000E+0	1,455000E+3	1,139000E+3	600,000000E+0
803	784,000000E+0	1,457000E+3	1,136000E+3	591,000000E+0
804	788,000000E+0	1,458000E+3	1,136000E+3	575,000000E+0
805	792,000000E+0	1,459000E+3	1,137000E+3	558,000000E+0
806	796,000000E+0	1,459000E+3	1,142000E+3	532,000000E+0
807	799,000000E+0	1,460000E+3	1,149000E+3	510,000000E+0
808	801,000000E+0	1,460000E+3	1,160000E+3	482,000000E+0
809	803,000000E+0	1,460000E+3	1,171000E+3	457,000000E+0
810	806,000000E+0	1,460000E+3	1,185000E+3	429,000000E+0
811	808,000000E+0	1,460000E+3	1,199000E+3	403,000000E+0
812	809,000000E+0	1,461000E+3	1,215000E+3	376,000000E+0
813	810,000000E+0	1,461000E+3	1,231000E+3	350,000000E+0
814	812,000000E+0	1,461000E+3	1,247000E+3	327,000000E+0
815	812,000000E+0	1,464000E+3	1,262000E+3	305,000000E+0
816	811,000000E+0	1,462000E+3	1,278000E+3	284,000000E+0
817	812,000000E+0	1,462000E+3	1,292000E+3	265,000000E+0
818	813,000000E+0	1,462000E+3	1,307000E+3	249,000000E+0
819	816,000000E+0	1,462000E+3	1,321000E+3	236,000000E+0
820	820,000000E+0	1,462000E+3	1,337000E+3	226,000000E+0
821	821,000000E+0	1,462000E+3	1,350000E+3	218,000000E+0
822	823,000000E+0	1,462000E+3	1,364000E+3	215,000000E+0
823	823,000000E+0	1,462000E+3	1,376000E+3	213,000000E+0
824	823,000000E+0	1,462000E+3	1,385000E+3	214,000000E+0
825	823,000000E+0	1,462000E+3	1,394000E+3	215,000000E+0
826	823,000000E+0	1,462000E+3	1,400000E+3	220,000000E+0
827	823,000000E+0	1,462000E+3	1,406000E+3	230,000000E+0
828	824,000000E+0	1,462000E+3	1,410000E+3	243,000000E+0
829	824,000000E+0	1,462000E+3	1,413000E+3	258,000000E+0
830	825,000000E+0	1,462000E+3	1,414000E+3	277,000000E+0
831	826,000000E+0	1,462000E+3	1,414000E+3	297,000000E+0
832	827,000000E+0	1,462000E+3	1,413000E+3	317,000000E+0
833	828,000000E+0	1,462000E+3	1,411000E+3	340,000000E+0
834	830,000000E+0	1,462000E+3	1,408000E+3	364,000000E+0
835	832,000000E+0	1,462000E+3	1,403000E+3	393,000000E+0
836	834,000000E+0	1,462000E+3	1,396000E+3	417,000000E+0
837	836,000000E+0	1,462000E+3	1,388000E+3	447,000000E+0
838	838,000000E+0	1,462000E+3	1,378000E+3	473,000000E+0
839	840,000000E+0	1,461000E+3	1,370000E+3	501,000000E+0
840	843,000000E+0	1,461000E+3	1,359000E+3	525,000000E+0
841	845,000000E+0	1,460000E+3	1,349000E+3	548,000000E+0
842	849,000000E+0	1,459000E+3	1,338000E+3	568,000000E+0
843	852,000000E+0	1,457000E+3	1,329000E+3	584,000000E+0
844	859,000000E+0	1,455000E+3	1,319000E+3	595,000000E+0
845	866,000000E+0	1,452000E+3	1,310000E+3	602,000000E+0
846	875,000000E+0	1,448000E+3	1,302000E+3	603,000000E+0
847	884,000000E+0	1,442000E+3	1,295000E+3	604,000000E+0
848	893,000000E+0	1,437000E+3	1,288000E+3	601,000000E+0
849	902,000000E+0	1,435000E+3	1,282000E+3	599,000000E+0
850	910,000000E+0	1,437000E+3	1,277000E+3	596,000000E+0
851	916,000000E+0	1,442000E+3	1,272000E+3	594,000000E+0
852	921,000000E+0	1,455000E+3	1,266000E+3	591,000000E+0
853	921,000000E+0	1,469000E+3	1,262000E+3	590,000000E+0
854	917,000000E+0	1,490000E+3	1,258000E+3	589,000000E+0
855	911,000000E+0	1,511000E+3	1,254000E+3	589,000000E+0
856	902,000000E+0	1,538000E+3	1,250000E+3	588,000000E+0
857	891,000000E+0	1,564000E+3	1,247000E+3	587,000000E+0
858	879,000000E+0	1,591000E+3	1,245000E+3	586,000000E+0
859	865,000000E+0	1,620000E+3	1,242000E+3	586,000000E+0
860	850,000000E+0	1,644000E+3	1,239000E+3	586,000000E+0
861	833,000000E+0	1,675000E+3	1,238000E+3	586,000000E+0
862	818,000000E+0	1,696000E+3	1,237000E+3	586,000000E+0
863	802,000000E+0	1,720000E+3	1,236000E+3	585,000000E+0
864	788,000000E+0	1,742000E+3	1,236000E+3	585,000000E+0
865	772,000000E+0	1,765000E+3	1,235000E+3	585,000000E+0
866	755,000000E+0	1,782000E+3	1,235000E+3	585,000000E+0
867	741,000000E+0	1,796000E+3	1,235000E+3	579,000000E+0
868	728,000000E+0	1,812000E+3	1,235000E+3	585,000000E+0
869	716,000000E+0	1,824000E+3	1,235000E+3	586,000000E+0
870	702,000000E+0	1,831000E+3	1,232000E+3	586,000000E+0
871	687,000000E+0	1,836000E+3	1,228000E+3	586,000000E+0
872	673,000000E+0	1,836000E+3	1,226000E+3	585,000000E+0
873	661,000000E+0	1,836000E+3	1,224000E+3	585,000000E+0
874	651,000000E+0	1,831000E+3	1,223000E+3	585,000000E+0
875	643,000000E+0	1,825000E+3	1,223000E+3	584,000000E+0
876	637,000000E+0	1,815000E+3	1,222000E+3	585,000000E+0
877	633,000000E+0	1,803000E+3	1,222000E+3	585,000000E+0
878	630,000000E+0	1,787000E+3	1,222000E+3	584,000000E+0
879	629,000000E+0	1,768000E+3	1,222000E+3	584,000000E+0
880	629,000000E+0	1,748000E+3	1,221000E+3	584,000000E+0
881	629,000000E+0	1,725000E+3	1,220000E+3	585,000000E+0
882	632,000000E+0	1,705000E+3	1,218000E+3	585,000000E+0
883	635,000000E+0	1,675000E+3	1,218000E+3	584,000000E+0
884	641,000000E+0	1,653000E+3	1,216000E+3	585,000000E+0
885	648,000000E+0	1,620000E+3	1,214000E+3	585,000000E+0
886	656,000000E+0	1,599000E+3	1,211000E+3	585,000000E+0
887	666,000000E+0	1,566000E+3	1,209000E+3	585,000000E+0
888	676,000000E+0	1,543000E+3	1,207000E+3	585,000000E+0
889	686,000000E+0	1,514000E+3	1,205000E+3	586,000000E+0
890	697,000000E+0	1,497000E+3	1,201000E+3	587,000000E+0
891	708,000000E+0	1,472000E+3	1,198000E+3	588,000000E+0
892	717,000000E+0	1,460000E+3	1,193000E+3	590,000000E+0
893	728,000000E+0	1,445000E+3	1,187000E+3	592,000000E+0
894	736,000000E+0	1,442000E+3	1,180000E+3	595,000000E+0
895	745,000000E+0	1,441000E+3	1,173000E+3	597,000000E+0
896	753,000000E+0	1,442000E+3	1,165000E+3	602,000000E+0
897	760,000000E+0	1,445000E+3	1,156000E+3	606,000000E+0
898	772,000000E+0	1,452000E+3	1,142000E+3	607,000000E+0
899	772,000000E+0	1,452000E+3	1,142000E+3	607,000000E+0
900	779,000000E+0	1,455000E+3	1,138000E+3	600,000000E+0
901	783,000000E+0	1,456000E+3	1,136000E+3	591,000000E+0
902	788,000000E+0	1,458000E+3	1,136000E+3	575,000000E+0
903	792,000000E+0	1,459000E+3	1,136000E+3	558,000000E+0
904	796,000000E+0	1,459000E+3	1,142000E+3	532,000000E+0
905	799,000000E+0	1,460000E+3	1,149000E+3	510,000000E+0
906	801,000000E+0	1,460000E+3	1,160000E+3	481,000000E+0
907	803,000000E+0	1,461000E+3	1,171000E+3	457,000000E+0
908	805,000000E+0	1,461000E+3	1,184000E+3	428,000000E+0
909	806,000000E+0	1,461000E+3	1,198000E+3	403,000000E+0
910	809,000000E+0	1,462000E+3	1,214000E+3	377,000000E+0
911	810,000000E+0	1,462000E+3	1,230000E+3	351,000000E+0
912	812,000000E+0	1,462000E+3	1,246000E+3	326,000000E+0
913	814,000000E+0	1,463000E+3	1,261000E+3	305,000000E+0
914	814,000000E+0	1,462000E+3	1,278000E+3	283,000000E+0
915	815,000000E+0	1,462000E+3	1,293000E+3	265,000000E+0
916	816,000000E+0	1,462000E+3	1,308000E+3	249,000000E+0
917	817,000000E+0	1,462000E+3	1,322000E+3	237,000000E+0
918	819,000000E+0	1,462000E+3	1,337000E+3	227,000000E+0
919	820,000000E+0	1,462000E+3	1,350000E+3	218,000000E+0
920	821,000000E+0	1,462000E+3	1,363000E+3	214,000000E+0
921	821,000000E+0	1,462000E+3	1,374000E+3	212,000000E+0
922	822,000000E+0	1,462000E+3	1,384000E+3	213,000000E+0
923	823,000000E+0	1,463000E+3	1,392000E+3	215,000000E+0
924	823,000000E+0	1,462000E+3	1,400000E+3	222,000000E+0
925	823,000000E+0	1,462000E+3	1,406000E+3	231,000000E+0
926	824,000000E+0	1,462000E+3	1,411000E+3	244,000000E+0
927	825,000000E+0	1,462000E+3	1,413000E+3	259,000000E+0
928	825,000000E+0	1,462000E+3	1,414000E+3	276,000000E+0
929	826,000000E+0	1,462000E+3	1,414000E+3	296,000000E+0
930	827,000000E+0	1,462000E+3	1,413000E+3	316,000000E+0
931	828,000000E+0	1,462000E+3	1,412000E+3	341,000000E+0
932	830,000000E+0	1,462000E+3	1,408000E+3	364,000000E+0
933	832,000000E+0	1,462000E+3	1,403000E+3	393,000000E+0
934	834,000000E+0	1,462000E+3	1,396000E+3	417,000000E+0
935	836,000000E+0	1,463000E+3	1,388000E+3	447,000000E+0
936	838,000000E+0	1,462000E+3	1,378000E+3	472,000000E+0
937	840,000000E+0	1,461000E+3	1,370000E+3	501,000000E+0
938	843,000000E+0	1,461000E+3	1,359000E+3	524,000000E+0
939	845,000000E+0	1,460000E+3	1,349000E+3	548,000000E+0
940	848,000000E+0	1,459000E+3	1,339000E+3	568,000000E+0
941	853,000000E+0	1,457000E+3	1,329000E+3	584,000000E+0
942	859,000000E+0	1,455000E+3	1,319000E+3	595,000000E+0
943	866,000000E+0	1,452000E+3	1,310000E+3	602,000000E+0
944	875,000000E+0	1,448000E+3	1,302000E+3	603,000000E+0
945	884,000000E+0	1,443000E+3	1,295000E+3	603,000000E+0
946	894,000000E+0	1,438000E+3	1,288000E+3	602,000000E+0
